OBJECTID,Station_Number,Station_Name,Province,Water_Flow,Sampling_Freq,Drainage_Area_sq_km,Station_Water_Quantity,Symbol,Year,Latitude,Longitude,Historical_Water_Quantity_Data,Realtime_Water_Quantity_Data,Drainage_Region_ID,Drainage_Region_Water_Quantity,Data_Access_Page,geometry.x,geometry.y
671,08JA017,Nechako River below Cheslatta Falls,British Columbia,Regulated,Yearly,15500,Low,7,2013,53.6855,-124.8393,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08JA017,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08JA017,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=671,-13897047.307,7110817.3342999965
672,08JB002,Stellako River at Glenannan,British Columbia,Natural,Yearly,3600,Low,1,2013,54.0078,-125.0089,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08JB002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08JB002,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=672,-13915927.0926,7171633.659100004
673,08JB003,Nautley River near Fort Fraser,British Columbia,Natural,Yearly,6030,Normal,3,2013,54.08507,-124.6009,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08JB003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08JB003,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=673,-13870508.7404,7186284.024400003
674,08JC001,Nechako River at Vanderhoof,British Columbia,Regulated,Yearly,25200,Normal,9,2013,54.02673,-124.0087,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08JC001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08JC001,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=674,-13804585.3379,7175220.262199998
675,08JC002,Nechako River at Isle Pierre,British Columbia,Regulated,Yearly,42700,Normal,9,2013,53.96044,-123.2349,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08JC002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08JC002,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=675,-13718446.316,7162667.660700001
676,08JE004,Tsilcoh River near the mouth,British Columbia,Natural,Yearly,431,Normal,3,2013,54.61081,-124.2478,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08JE004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08JE004,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=676,-13831201.828200001,7286695.7168999985
677,08KA001,Dore River near McBride,British Columbia,Natural,Yearly,409,Normal,3,2013,53.30925,-120.249,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08KA001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08KA001,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=677,-13386057.4484,7040406.925700001
678,08KA005,Fraser River at McBride,British Columbia,Natural,Yearly,6890,Normal,3,2013,53.30172,-120.1409,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08KA005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08KA005,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=678,-13374023.8114,7039004.134300001
679,08KA007,Fraser River at Red Pass,British Columbia,Natural,Yearly,1710,Normal,3,2013,52.98628,-119.0067,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08KA007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08KA007,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=679,-13247765.245000001,6980460.494800001
680,08KA009,McKale River near 940 M Contour,British Columbia,Natural,Yearly,253,Normal,3,2013,53.44406,-120.2201,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08KA009,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08KA009,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=680,-13382840.3151,7065563.153999999
681,08KB003,McGregor River at Lower Canyon,British Columbia,Natural,Yearly,4780,Normal,3,2013,54.23117,-121.6687,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08KB003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08KB003,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=681,-13544097.7295,7214059.259499997
682,08KB006,Muller Creek near the mouth,British Columbia,Natural,Yearly,103,Low,1,2013,54.29678,-120.9774,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08KB006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08KB006,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=682,-13467142.565499999,7226564.443099998
683,08KE016,Baker Creek at Quesnel,British Columbia,Natural,Yearly,1550,Normal,3,2013,52.97389,-122.5094,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08KE016,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08KE016,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=683,-13637684.0254,6978169.736699998
684,08KH010,Horsefly River above McKinley Creek,British Columbia,Natural,Yearly,790,Normal,3,2013,52.29139,-121.0669,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08KH010,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08KH010,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=684,-13477105.6599,6852984.961400002
685,08LA001,Clearwater River near Clearwater Station,British Columbia,Natural,Yearly,10300,Normal,3,2013,51.64944,-120.0664,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LA001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LA001,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=685,-13365730.509399999,6736986.224600002
686,08LB020,Barriere River at the mouth,British Columbia,Natural,Yearly,1140,Normal,3,2013,51.18,-120.1306,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LB020,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LB020,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=686,-13372877.2207,6653195.613700002
687,08LB047,North Thompson River at Birch Island,British Columbia,Natural,Yearly,4490,Normal,3,2013,51.60278,-119.9153,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LB047,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LB047,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=687,-13348910.134300001,6728619.203299999
688,08LB064,North Thompson River at McLure,British Columbia,Natural,Yearly,19600,Normal,3,2013,51.04139,-120.2411,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LB064,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LB064,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=688,-13385178.0244,6628618.4026999995
689,08LB069,Barriere River below Sprague Creek,British Columbia,Natural,Yearly,624,Normal,3,2013,51.24722,-119.9306,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LB069,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LB069,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=689,-13350613.3225,6665141.135600001
690,08LB076,Harper Creek near the mouth,British Columbia,Natural,Yearly,166,Normal,3,2013,51.35417,-119.8806,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LB076,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LB076,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=690,-13345047.348000001,6684183.0336000025
691,08LB078,Lemieux Creek near the mouth,British Columbia,Regulated,Yearly,443,Normal,9,2013,51.42611,-120.2019,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LB078,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LB078,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=691,-13380814.3004,6697016.600400001
692,08LC002,Shuswap River near Enderby,British Columbia,Regulated,Yearly,4720,Normal,9,2013,50.54583,-119.0131,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LC002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LC002,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=692,-13248477.6897,6541346.130599998
693,08LC039,Bessette Creek above Beaverjack Creek,British Columbia,Regulated,Yearly,769,Normal,9,2013,50.29778,-118.8583,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LC039,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LC039,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=693,-13231245.432599999,6498006.696599998
694,08LC040,Vance Creek below Deafies Creek,British Columbia,Natural,Yearly,70.9,Normal,3,2013,50.28472,-118.9467,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LC040,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LC040,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=694,-13241086.0755,6495731.119900003
695,08LE027,Seymour River near Seymour Arm,British Columbia,Natural,Yearly,805,Normal,3,2013,51.2625,-118.9467,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LE027,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LE027,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=695,-13241086.0755,6667858.946500003
696,08LE031,South Thompson River at Chase,British Columbia,Natural,Yearly,15800,Normal,3,2013,50.765,-119.7403,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LE031,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LE031,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=696,-13329429.2234,6579829.745800003
697,08LF002,Bonaparte River below Cache Creek,British Columbia,Regulated,Yearly,5020,Normal,9,2013,50.80306,-121.3233,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LF002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LF002,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=697,-13505647.977400001,6586530.974399999
698,08LF027,Deadman River above Criss Creek,British Columbia,Regulated,Yearly,878,Normal,9,2013,50.89806,-120.9744,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LF027,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LF027,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=698,-13466808.607,6603281.487800002
699,08LF051,Thompson River near Spences Bridge,British Columbia,Natural,Yearly,55400,Normal,3,2013,50.35694,-121.3939,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LF051,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LF051,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=699,-13513507.1334,6508322.578100003
700,08LG016,Pennask Creek near Quilchena,British Columbia,Natural,Yearly,87.6,Normal,3,2013,49.97417,-120.1347,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LG016,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LG016,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=700,-13373333.6306,6441803.741099998
701,08LG065,Nicola River at outlet of Nicola Lake,British Columbia,Regulated,Yearly,2960,Normal,9,2013,50.16444,-120.6642,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08LG065,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08LG065,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=701,-13432277.300999999,6474802.805500001
702,08MA001,Chilko River near Redstone,British Columbia,Natural,Yearly,6880,Low,1,2013,52.06975,-123.5395,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08MA001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08MA001,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=702,-13752354.232900001,6812746.987800002
703,08MA003,Taseko River at outlet of Taseko Lakes,British Columbia,Natural,Yearly,1520,Low,1,2013,51.379,-123.6312,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08MA003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08MA003,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=703,-13762562.2302,6688610.243100002
704,08MB005,Chilcotin River below Big Creek,British Columbia,Natural,Yearly,19200,Low,1,2013,51.84794,-122.6548,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08MB005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08MB005,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=704,-13653869.8794,6772677.616400003
705,08MB006,Big Creek above Groundhog Creek,British Columbia,Natural,Yearly,1010,Normal,3,2013,51.52369,-123.1159,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08MB006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08MB006,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=705,-13705199.2966,6714456.484700002
706,08MB007,Big Creek below Graveyard Creek,British Columbia,Natural,Yearly,232,Low,1,2013,51.25397,-123.1045,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08MB007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08MB007,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=706,-13703930.2544,6666341.627800003
707,08ME003,Seton River near Lillooet,British Columbia,Regulated,Yearly,1020,High,11,2013,50.67222,-121.9694,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08ME003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08ME003,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=707,-13577571.5004,6563516.768700004
708,08ME023,Bridge River (South Branch) below Bridge Glacier,British Columbia,Natural,Yearly,144,High,5,2013,50.85611,-123.4503,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08ME023,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08ME023,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=708,-13742424.5343,6595880.6071000025
709,08MF040,Fraser River above Texas Creek,British Columbia,Regulated,Yearly,154000,Normal,9,2013,50.61389,-121.8528,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08MF040,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08MF040,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=709,-13564591.6477,6553277.439800002
710,08MF062,Coquihalla River below Needle Creek,British Columbia,Natural,Yearly,85.5,Normal,3,2013,49.54189,-121.12,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08MF062,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08MF062,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=710,-13483016.7249,6367314.0266999975
711,08MH056,Slesse Creek near Vedder Crossing,British Columbia,Natural,Yearly,160,Normal,3,2013,49.07111,-121.6994,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08MH056,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08MH056,2,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=711,-13547515.2378,6286935.8979
712,08NA002,Columbia River at Nicholson,British Columbia,Natural,Yearly,6660,Normal,3,2013,51.24361,-116.9131,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NA002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NA002,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=712,-13014706.759100001,6664499.1668
713,08NA006,Kicking Horse River at Golden,British Columbia,Natural,Yearly,1850,Normal,3,2013,51.3,-116.9681,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NA006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NA006,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=713,-13020829.3311,6674532.798500001
714,08NB005,Columbia River at Donald,British Columbia,Natural,Yearly,9700,Normal,3,2013,51.48333,-117.1792,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NB005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NB005,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=714,-13044328.875599999,6707238.660700001
715,08NB012,Blaeberry River above Willowbank Creek,British Columbia,Natural,Yearly,587,Normal,3,2013,51.48139,-116.9683,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NB012,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NB012,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=715,-13020851.594999999,6706891.879699998
716,08NB014,Gold River above Palmer Creek,British Columbia,Natural,Yearly,429,Normal,3,2013,51.67694,-117.7167,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NB014,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NB014,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=716,-13104163.1019,6741921.5295
717,08NB016,Split Creek at the mouth,British Columbia,Natural,Yearly,80.5,Low,1,2013,51.52694,-116.8986,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NB016,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NB016,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=717,-13013092.626400001,6715037.9802
718,08NB019,Beaver River near the mouth,British Columbia,Natural,Yearly,1150,High,5,2013,51.50972,-117.4617,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NB019,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NB019,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=718,-13075776.6317,6711957.4212
719,08NC004,Canoe River below Kimmel Creek,British Columbia,Natural,Yearly,305,Normal,3,2013,52.73153,-119.3849,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NC004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NC004,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=719,-13289866.2764,6933491.814099997
720,08ND013,Illecillewaet River at Greeley,British Columbia,Natural,Yearly,1150,Normal,3,2013,51.01361,-118.0825,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08ND013,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08ND013,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=720,-13144883.7716,6623701.5273
721,08NE006,Kuskanax Creek near Nakusp,British Columbia,Natural,Yearly,330,Normal,3,2013,50.2775,-117.7481,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NE006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NE006,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=721,-13107658.5339,6494473.373800002
722,08NE008,Beaton Creek near Beaton,British Columbia,Natural,Yearly,96.7,Normal,3,2013,50.73583,-117.7289,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NE008,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NE008,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=722,-13105521.1997,6574697.4695999995
723,08NE039,Big Sheep Creek near Rossland,British Columbia,Natural,Yearly,347,Normal,3,2013,49.01667,-117.9444,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NE039,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NE039,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=723,-13129510.549899999,6277690.4177
724,08NE049,Columbia River at Birchbank,British Columbia,Regulated,Yearly,87400,Normal,9,2013,49.17778,-117.7164,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NE049,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NE049,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=724,-13104129.706,6305080.9542
725,08NE058,Columbia River at International Boundary,,Regulated,Yearly,156000,Normal,9,2013,49.00083,-117.6278,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NE058,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NE058,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=725,-13094266.7991,6275002.228799999
726,08NE077,Barnes Creek near Needles,British Columbia,Natural,Yearly,204,Normal,3,2013,49.9075,-118.1253,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NE077,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NE077,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=726,-13149648.2458,6430271.8544000015
727,08NE087,Deer Creek at Deer Park,British Columbia,Natural,Yearly,81.6,Normal,3,2013,49.425,-118.0417,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NE087,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NE087,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=727,-13140341.9364,6347285.105700001
728,08NE110,Inonoaklin Creek above Valley Creek,British Columbia,Natural,Yearly,298,Normal,3,2013,49.89778,-118.19,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NE110,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NE110,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=728,-13156850.6169,6428591.921300001
729,08NE114,Hidden Creek near the mouth,British Columbia,Natural,Yearly,56.7,Normal,3,2013,49.23444,-117.2381,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NE114,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NE114,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=729,-13050885.593600001,6314734.984999999
730,08NE126,Arrow Reservoir Outflow,British Columbia,Regulated,Yearly,0,Normal,9,2013,49.33889,-117.7642,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NE126,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NE126,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=730,-13109450.7777,6332560.794299997
731,08NF001,Kootenay River at Kootenay Crossing,British Columbia,Natural,Yearly,416,Normal,3,2013,50.88694,-116.0461,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NF001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NF001,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=731,-12918192.760499999,6601319.031999998
732,08NG002,Bull River near Wardner,British Columbia,Regulated,Yearly,1520,Normal,9,2013,49.49306,-115.3639,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NG002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NG002,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=732,-12842250.6039,6358941.265500002
733,08NG065,Kootenay River at Fort Steele,British Columbia,Natural,Yearly,11500,Normal,3,2013,49.61194,-115.6344,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NG065,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NG065,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=733,-12872362.5262,6379339.954099998
